rows/crime,rows/difference,rows/end_period1,rows/end_period2,rows/period1_count,rows/period2_count,rows/population,rows/sector,rows/start_period1,rows/start_period2
ROBO A BORDO DE TAXI C.V.,-2,2021-06,2022-06,12,10,45966,PLATEROS,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,-3,2021-06,2022-06,4,1,5611,POLANCO-CASTILLO,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,5,2021-06,2022-06,1,6,12243,PORTALES,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,-1,2021-06,2022-06,4,3,36217,PRADERA,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,2,2021-06,2022-06,3,5,43116,QUETZAL,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,3,2021-06,2022-06,0,3,30408,QUIROGA,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,1,2021-06,2022-06,2,3,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,7,2021-06,2022-06,8,15,7814,ROMA,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,4,2021-06,2022-06,1,5,7894,SAN ANGEL,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,2,2021-06,2022-06,0,2,23185,SAN JERONIMO,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,-2,2021-06,2022-06,5,3,37989,SANTA CRUZ,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,3,2021-06,2022-06,8,11,40065,SANTA FE,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,-1,2021-06,2022-06,3,2,31666,SOTELO,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,5,2021-06,2022-06,6,11,18220,TACUBA,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,-2,2021-06,2022-06,5,3,13102,TACUBAYA,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,-1,2021-06,2022-06,3,2,14638,TAXQUEÑA,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,0,2021-06,2022-06,0,0,13235,TECOMITL,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,0,2021-06,2022-06,1,1,25702,TEOTONGO,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,3,2021-06,2022-06,1,4,43511,TEPEPAN,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,2,2021-06,2022-06,2,4,9609,TEPEYAC,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,-2,2021-06,2022-06,4,2,36811,TEZONCO,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,0,2021-06,2022-06,3,3,17800,TICOMAN,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,-2,2021-06,2022-06,8,6,18974,TLACOTAL,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,2,2021-06,2022-06,1,3,16096,TLATELOLCO,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,1,2021-06,2022-06,2,3,27528,UNIVERSIDAD,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,2,2021-06,2022-06,0,2,24813,XOTEPINGO,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,1,2021-06,2022-06,2,3,31280,ZAPOTITLA,2020-07,2021-07
ROBO A BORDO DE TAXI C.V.,3,2021-06,2022-06,0,3,8502,ZARAGOZA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,5,2021-06,2022-06,8,13,22143,ABASTO-REFORMA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-11,2021-06,2022-06,17,6,31805,ALPES,2020-07,2021-07
ROBO A CASA HABITACION C.V.,0,2021-06,2022-06,2,2,4441,ANGEL-ZONA ROSA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-1,2021-06,2022-06,10,9,30506,ARAGON,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-3,2021-06,2022-06,4,1,22309,ARENAL,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,4,2,12999,ASTURIAS,2020-07,2021-07
ROBO A CASA HABITACION C.V.,3,2021-06,2022-06,0,3,9110,BUENAVISTA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-5,2021-06,2022-06,8,3,13501,CHAPULTEPEC,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,8,6,13900,CHURUBUSCO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-8,2021-06,2022-06,14,6,23963,CLAVERIA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,0,2021-06,2022-06,2,2,9495,COAPA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-1,2021-06,2022-06,2,1,12135,CONGRESO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-3,2021-06,2022-06,8,5,15715,CONSULADO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,1,2021-06,2022-06,0,1,10129,CORREDOR-CENTRO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,0,2021-06,2022-06,0,0,14705,COYOACAN,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-1,2021-06,2022-06,5,4,24009,CUAJIMALPA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,4,2021-06,2022-06,7,11,30453,CUAUTEPEC,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-5,2021-06,2022-06,7,2,20511,CUCHILLA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,2,0,11851,CUITLAHUAC,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,5,3,18589,CULHUACAN,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,2,0,7971,DEL VALLE,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-3,2021-06,2022-06,9,6,24310,DINAMO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-20,2021-06,2022-06,21,1,20452,EL YAQUI,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,8,6,32788,ESTRELLA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-11,2021-06,2022-06,22,11,38354,FUENTE,2020-07,2021-07
ROBO A CASA HABITACION C.V.,0,2021-06,2022-06,4,4,19129,GRANJAS,2020-07,2021-07
ROBO A CASA HABITACION C.V.,1,2021-06,2022-06,4,5,21186,HORMIGA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-15,2021-06,2022-06,23,8,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
ROBO A CASA HABITACION C.V.,1,2021-06,2022-06,7,8,16877,IZTACCIHUATL,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,12,10,30260,LA NORIA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-3,2021-06,2022-06,3,0,14968,LA RAZA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,2,2021-06,2022-06,2,4,16393,LINDAVISTA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-5,2021-06,2022-06,11,6,12330,MERCED-BALBUENA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,0,2021-06,2022-06,2,2,24021,MILPA ALTA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,0,2021-06,2022-06,2,2,5681,MIXCALCO-HERALDO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-7,2021-06,2022-06,21,14,33579,MIXQUIC,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-4,2021-06,2022-06,8,4,12102,MOCTEZUMA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-3,2021-06,2022-06,4,1,12649,MORELOS,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,5,3,7856,NAPOLES,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-5,2021-06,2022-06,8,3,9808,NARVARTE-ALAMOS,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-1,2021-06,2022-06,4,3,6406,NATIVITAS,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,2,0,,NO ESPECIFICADO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-9,2021-06,2022-06,15,6,24085,OASIS,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-1,2021-06,2022-06,10,9,47637,PADIERNA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,3,2021-06,2022-06,4,7,13284,PANTITLAN,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-7,2021-06,2022-06,13,6,45966,PLATEROS,2020-07,2021-07
ROBO A CASA HABITACION C.V.,1,2021-06,2022-06,1,2,5611,POLANCO-CASTILLO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-1,2021-06,2022-06,4,3,12243,PORTALES,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-5,2021-06,2022-06,13,8,36217,PRADERA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-13,2021-06,2022-06,23,10,43116,QUETZAL,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-8,2021-06,2022-06,12,4,30408,QUIROGA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-3,2021-06,2022-06,5,2,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-1,2021-06,2022-06,4,3,7814,ROMA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-7,2021-06,2022-06,16,9,7894,SAN ANGEL,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-8,2021-06,2022-06,15,7,23185,SAN JERONIMO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,0,2021-06,2022-06,10,10,37989,SANTA CRUZ,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-16,2021-06,2022-06,22,6,40065,SANTA FE,2020-07,2021-07
ROBO A CASA HABITACION C.V.,1,2021-06,2022-06,2,3,31666,SOTELO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-3,2021-06,2022-06,13,10,18220,TACUBA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,5,3,13102,TACUBAYA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-3,2021-06,2022-06,10,7,14638,TAXQUEÑA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,2,0,13235,TECOMITL,2020-07,2021-07
ROBO A CASA HABITACION C.V.,0,2021-06,2022-06,12,12,25702,TEOTONGO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-11,2021-06,2022-06,19,8,43511,TEPEPAN,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-5,2021-06,2022-06,8,3,9609,TEPEYAC,2020-07,2021-07
ROBO A CASA HABITACION C.V.,3,2021-06,2022-06,15,18,36811,TEZONCO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-3,2021-06,2022-06,4,1,17800,TICOMAN,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-6,2021-06,2022-06,11,5,18974,TLACOTAL,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-1,2021-06,2022-06,4,3,16096,TLATELOLCO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,5,3,27528,UNIVERSIDAD,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-4,2021-06,2022-06,6,2,24813,XOTEPINGO,2020-07,2021-07
ROBO A CASA HABITACION C.V.,-2,2021-06,2022-06,11,9,31280,ZAPOTITLA,2020-07,2021-07
ROBO A CASA HABITACION C.V.,0,2021-06,2022-06,1,1,8502,ZARAGOZA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,7,2021-06,2022-06,13,20,22143,ABASTO-REFORMA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-6,2021-06,2022-06,10,4,31805,ALPES,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-2,2021-06,2022-06,3,1,4441,ANGEL-ZONA ROSA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,1,2021-06,2022-06,2,3,30506,ARAGON,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,1,2021-06,2022-06,1,2,22309,ARENAL,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-1,2021-06,2022-06,5,4,12999,ASTURIAS,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-2,2021-06,2022-06,5,3,9110,BUENAVISTA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-2,2021-06,2022-06,5,3,13501,CHAPULTEPEC,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,3,2021-06,2022-06,3,6,13900,CHURUBUSCO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-5,2021-06,2022-06,7,2,23963,CLAVERIA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,1,2021-06,2022-06,7,8,9495,COAPA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-1,2021-06,2022-06,2,1,12135,CONGRESO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-1,2021-06,2022-06,3,2,15715,CONSULADO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-1,2021-06,2022-06,2,1,10129,CORREDOR-CENTRO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,0,2021-06,2022-06,2,2,14705,COYOACAN,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-1,2021-06,2022-06,2,1,24009,CUAJIMALPA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-4,2021-06,2022-06,6,2,30453,CUAUTEPEC,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,1,2021-06,2022-06,3,4,20511,CUCHILLA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,0,2021-06,2022-06,3,3,11851,CUITLAHUAC,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,2,2021-06,2022-06,2,4,18589,CULHUACAN,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,3,2021-06,2022-06,3,6,7971,DEL VALLE,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-2,2021-06,2022-06,3,1,24310,DINAMO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,2,2021-06,2022-06,0,2,20452,EL YAQUI,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-5,2021-06,2022-06,7,2,32788,ESTRELLA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-2,2021-06,2022-06,2,0,38354,FUENTE,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,2,2021-06,2022-06,3,5,19129,GRANJAS,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-2,2021-06,2022-06,2,0,21186,HORMIGA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,0,2021-06,2022-06,7,7,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-1,2021-06,2022-06,5,4,16877,IZTACCIHUATL,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-1,2021-06,2022-06,1,0,30260,LA NORIA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-2,2021-06,2022-06,4,2,14968,LA RAZA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-7,2021-06,2022-06,10,3,16393,LINDAVISTA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-4,2021-06,2022-06,9,5,12330,MERCED-BALBUENA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-1,2021-06,2022-06,2,1,24021,MILPA ALTA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-2,2021-06,2022-06,3,1,5681,MIXCALCO-HERALDO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,1,2021-06,2022-06,8,9,33579,MIXQUIC,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-9,2021-06,2022-06,13,4,12102,MOCTEZUMA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,0,2021-06,2022-06,0,0,12649,MORELOS,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-3,2021-06,2022-06,6,3,7856,NAPOLES,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-3,2021-06,2022-06,4,1,9808,NARVARTE-ALAMOS,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-1,2021-06,2022-06,3,2,6406,NATIVITAS,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,1,2021-06,2022-06,10,11,,NO ESPECIFICADO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,2,2021-06,2022-06,8,10,24085,OASIS,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,1,2021-06,2022-06,0,1,47637,PADIERNA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,0,2021-06,2022-06,6,6,13284,PANTITLAN,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-12,2021-06,2022-06,14,2,45966,PLATEROS,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-4,2021-06,2022-06,7,3,5611,POLANCO-CASTILLO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,3,2021-06,2022-06,4,7,12243,PORTALES,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,1,2021-06,2022-06,4,5,36217,PRADERA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,3,2021-06,2022-06,1,4,43116,QUETZAL,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-5,2021-06,2022-06,7,2,30408,QUIROGA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-3,2021-06,2022-06,5,2,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,1,2021-06,2022-06,2,3,7814,ROMA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-11,2021-06,2022-06,15,4,7894,SAN ANGEL,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-2,2021-06,2022-06,2,0,23185,SAN JERONIMO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-4,2021-06,2022-06,8,4,37989,SANTA CRUZ,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-7,2021-06,2022-06,8,1,40065,SANTA FE,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-2,2021-06,2022-06,4,2,31666,SOTELO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-8,2021-06,2022-06,14,6,18220,TACUBA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-5,2021-06,2022-06,10,5,13102,TACUBAYA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-1,2021-06,2022-06,4,3,14638,TAXQUEÑA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,0,2021-06,2022-06,0,0,13235,TECOMITL,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-4,2021-06,2022-06,4,0,25702,TEOTONGO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-4,2021-06,2022-06,8,4,43511,TEPEPAN,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,2,2021-06,2022-06,6,8,9609,TEPEYAC,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-1,2021-06,2022-06,11,10,36811,TEZONCO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-5,2021-06,2022-06,9,4,17800,TICOMAN,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-2,2021-06,2022-06,6,4,18974,TLACOTAL,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,2,2021-06,2022-06,0,2,16096,TLATELOLCO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-11,2021-06,2022-06,11,0,27528,UNIVERSIDAD,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,-2,2021-06,2022-06,4,2,24813,XOTEPINGO,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,4,2021-06,2022-06,0,4,31280,ZAPOTITLA,2020-07,2021-07
ROBO A CUENTAHABIENTE C.V.,3,2021-06,2022-06,3,6,8502,ZARAGOZA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-76,2021-06,2022-06,169,93,22143,ABASTO-REFORMA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-32,2021-06,2022-06,63,31,31805,ALPES,2020-07,2021-07
ROBO A NEGOCIO C.V.,-6,2021-06,2022-06,16,10,4441,ANGEL-ZONA ROSA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-6,2021-06,2022-06,41,35,30506,ARAGON,2020-07,2021-07
ROBO A NEGOCIO C.V.,1,2021-06,2022-06,22,23,22309,ARENAL,2020-07,2021-07
ROBO A NEGOCIO C.V.,-39,2021-06,2022-06,83,44,12999,ASTURIAS,2020-07,2021-07
ROBO A NEGOCIO C.V.,-20,2021-06,2022-06,43,23,9110,BUENAVISTA,2020-07,2021-07
ROBO A NEGOCIO C.V.,0,2021-06,2022-06,0,0,13501,CHAPULTEPEC,2020-07,2021-07
ROBO A NEGOCIO C.V.,-32,2021-06,2022-06,61,29,13900,CHURUBUSCO,2020-07,2021-07
ROBO A NEGOCIO C.V.,-11,2021-06,2022-06,90,79,23963,CLAVERIA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-12,2021-06,2022-06,38,26,9495,COAPA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-6,2021-06,2022-06,15,9,12135,CONGRESO,2020-07,2021-07
ROBO A NEGOCIO C.V.,-6,2021-06,2022-06,41,35,15715,CONSULADO,2020-07,2021-07
ROBO A NEGOCIO C.V.,-4,2021-06,2022-06,20,16,10129,CORREDOR-CENTRO,2020-07,2021-07
ROBO A NEGOCIO C.V.,3,2021-06,2022-06,18,21,14705,COYOACAN,2020-07,2021-07
ROBO A NEGOCIO C.V.,1,2021-06,2022-06,12,13,24009,CUAJIMALPA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-14,2021-06,2022-06,36,22,30453,CUAUTEPEC,2020-07,2021-07
ROBO A NEGOCIO C.V.,-11,2021-06,2022-06,54,43,20511,CUCHILLA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-17,2021-06,2022-06,40,23,11851,CUITLAHUAC,2020-07,2021-07
ROBO A NEGOCIO C.V.,-2,2021-06,2022-06,25,23,18589,CULHUACAN,2020-07,2021-07
ROBO A NEGOCIO C.V.,-7,2021-06,2022-06,27,20,7971,DEL VALLE,2020-07,2021-07
ROBO A NEGOCIO C.V.,7,2021-06,2022-06,10,17,24310,DINAMO,2020-07,2021-07
ROBO A NEGOCIO C.V.,-2,2021-06,2022-06,10,8,20452,EL YAQUI,2020-07,2021-07
ROBO A NEGOCIO C.V.,-17,2021-06,2022-06,63,46,32788,ESTRELLA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-14,2021-06,2022-06,37,23,38354,FUENTE,2020-07,2021-07
ROBO A NEGOCIO C.V.,3,2021-06,2022-06,34,37,19129,GRANJAS,2020-07,2021-07
ROBO A NEGOCIO C.V.,-1,2021-06,2022-06,34,33,21186,HORMIGA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-34,2021-06,2022-06,82,48,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
ROBO A NEGOCIO C.V.,-8,2021-06,2022-06,36,28,16877,IZTACCIHUATL,2020-07,2021-07
ROBO A NEGOCIO C.V.,-8,2021-06,2022-06,23,15,30260,LA NORIA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-13,2021-06,2022-06,31,18,14968,LA RAZA,2020-07,2021-07
ROBO A NEGOCIO C.V.,1,2021-06,2022-06,58,59,16393,LINDAVISTA,2020-07,2021-07
ROBO A NEGOCIO C.V.,6,2021-06,2022-06,38,44,12330,MERCED-BALBUENA,2020-07,2021-07
ROBO A NEGOCIO C.V.,1,2021-06,2022-06,4,5,24021,MILPA ALTA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-11,2021-06,2022-06,19,8,5681,MIXCALCO-HERALDO,2020-07,2021-07
ROBO A NEGOCIO C.V.,-19,2021-06,2022-06,52,33,33579,MIXQUIC,2020-07,2021-07
ROBO A NEGOCIO C.V.,0,2021-06,2022-06,80,80,12102,MOCTEZUMA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-5,2021-06,2022-06,5,0,12649,MORELOS,2020-07,2021-07
ROBO A NEGOCIO C.V.,-12,2021-06,2022-06,28,16,7856,NAPOLES,2020-07,2021-07
ROBO A NEGOCIO C.V.,4,2021-06,2022-06,32,36,9808,NARVARTE-ALAMOS,2020-07,2021-07
ROBO A NEGOCIO C.V.,2,2021-06,2022-06,16,18,6406,NATIVITAS,2020-07,2021-07
ROBO A NEGOCIO C.V.,37,2021-06,2022-06,11,48,,NO ESPECIFICADO,2020-07,2021-07
ROBO A NEGOCIO C.V.,24,2021-06,2022-06,44,68,24085,OASIS,2020-07,2021-07
ROBO A NEGOCIO C.V.,5,2021-06,2022-06,47,52,47637,PADIERNA,2020-07,2021-07
ROBO A NEGOCIO C.V.,15,2021-06,2022-06,61,76,13284,PANTITLAN,2020-07,2021-07
ROBO A NEGOCIO C.V.,6,2021-06,2022-06,40,46,45966,PLATEROS,2020-07,2021-07
ROBO A NEGOCIO C.V.,-2,2021-06,2022-06,21,19,5611,POLANCO-CASTILLO,2020-07,2021-07
ROBO A NEGOCIO C.V.,-2,2021-06,2022-06,29,27,12243,PORTALES,2020-07,2021-07
ROBO A NEGOCIO C.V.,-31,2021-06,2022-06,68,37,36217,PRADERA,2020-07,2021-07
ROBO A NEGOCIO C.V.,7,2021-06,2022-06,56,63,43116,QUETZAL,2020-07,2021-07
ROBO A NEGOCIO C.V.,-2,2021-06,2022-06,43,41,30408,QUIROGA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-19,2021-06,2022-06,29,10,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-27,2021-06,2022-06,57,30,7814,ROMA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-24,2021-06,2022-06,42,18,7894,SAN ANGEL,2020-07,2021-07
ROBO A NEGOCIO C.V.,10,2021-06,2022-06,18,28,23185,SAN JERONIMO,2020-07,2021-07
ROBO A NEGOCIO C.V.,-13,2021-06,2022-06,70,57,37989,SANTA CRUZ,2020-07,2021-07
ROBO A NEGOCIO C.V.,-44,2021-06,2022-06,89,45,40065,SANTA FE,2020-07,2021-07
ROBO A NEGOCIO C.V.,-1,2021-06,2022-06,24,23,31666,SOTELO,2020-07,2021-07
ROBO A NEGOCIO C.V.,-42,2021-06,2022-06,133,91,18220,TACUBA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-26,2021-06,2022-06,59,33,13102,TACUBAYA,2020-07,2021-07
ROBO A NEGOCIO C.V.,8,2021-06,2022-06,31,39,14638,TAXQUEÑA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-1,2021-06,2022-06,2,1,13235,TECOMITL,2020-07,2021-07
ROBO A NEGOCIO C.V.,-24,2021-06,2022-06,73,49,25702,TEOTONGO,2020-07,2021-07
ROBO A NEGOCIO C.V.,5,2021-06,2022-06,40,45,43511,TEPEPAN,2020-07,2021-07
ROBO A NEGOCIO C.V.,-7,2021-06,2022-06,45,38,9609,TEPEYAC,2020-07,2021-07
ROBO A NEGOCIO C.V.,0,2021-06,2022-06,73,73,36811,TEZONCO,2020-07,2021-07
ROBO A NEGOCIO C.V.,12,2021-06,2022-06,28,40,17800,TICOMAN,2020-07,2021-07
ROBO A NEGOCIO C.V.,-6,2021-06,2022-06,44,38,18974,TLACOTAL,2020-07,2021-07
ROBO A NEGOCIO C.V.,-6,2021-06,2022-06,17,11,16096,TLATELOLCO,2020-07,2021-07
ROBO A NEGOCIO C.V.,-4,2021-06,2022-06,26,22,27528,UNIVERSIDAD,2020-07,2021-07
