rows/crime,rows/difference,rows/end_period1,rows/end_period2,rows/period1_count,rows/period2_count,rows/population,rows/sector,rows/start_period1,rows/start_period2
ROBO A TRANSEUNTE S.V.,12,2021-06,2022-06,5,17,38354,FUENTE,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,0,2021-06,2022-06,11,11,19129,GRANJAS,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,2,2021-06,2022-06,16,18,21186,HORMIGA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,15,2021-06,2022-06,22,37,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,21,2021-06,2022-06,14,35,16877,IZTACCIHUATL,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-14,2021-06,2022-06,17,3,30260,LA NORIA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,4,2021-06,2022-06,3,7,14968,LA RAZA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,9,2021-06,2022-06,37,46,16393,LINDAVISTA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-9,2021-06,2022-06,33,24,12330,MERCED-BALBUENA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-1,2021-06,2022-06,6,5,24021,MILPA ALTA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,4,2021-06,2022-06,71,75,5681,MIXCALCO-HERALDO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,0,2021-06,2022-06,21,21,33579,MIXQUIC,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,6,2021-06,2022-06,23,29,12102,MOCTEZUMA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-3,2021-06,2022-06,14,11,12649,MORELOS,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,10,2021-06,2022-06,27,37,7856,NAPOLES,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,11,2021-06,2022-06,44,55,9808,NARVARTE-ALAMOS,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,0,2021-06,2022-06,14,14,6406,NATIVITAS,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-2,2021-06,2022-06,58,56,,NO ESPECIFICADO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-3,2021-06,2022-06,31,28,24085,OASIS,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-5,2021-06,2022-06,16,11,47637,PADIERNA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,14,2021-06,2022-06,19,33,13284,PANTITLAN,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-24,2021-06,2022-06,53,29,45966,PLATEROS,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,8,2021-06,2022-06,15,23,5611,POLANCO-CASTILLO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-1,2021-06,2022-06,37,36,12243,PORTALES,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,4,2021-06,2022-06,15,19,36217,PRADERA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,11,2021-06,2022-06,17,28,43116,QUETZAL,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,3,2021-06,2022-06,21,24,30408,QUIROGA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-14,2021-06,2022-06,84,70,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,7,2021-06,2022-06,55,62,7814,ROMA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,9,2021-06,2022-06,16,25,7894,SAN ANGEL,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,2,2021-06,2022-06,7,9,23185,SAN JERONIMO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,7,2021-06,2022-06,21,28,37989,SANTA CRUZ,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,4,2021-06,2022-06,15,19,40065,SANTA FE,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-3,2021-06,2022-06,28,25,31666,SOTELO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-6,2021-06,2022-06,59,53,18220,TACUBA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-13,2021-06,2022-06,39,26,13102,TACUBAYA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,2,2021-06,2022-06,16,18,14638,TAXQUEÑA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,5,2021-06,2022-06,2,7,13235,TECOMITL,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,4,2021-06,2022-06,22,26,25702,TEOTONGO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-10,2021-06,2022-06,41,31,43511,TEPEPAN,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,2,2021-06,2022-06,21,23,9609,TEPEYAC,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,14,2021-06,2022-06,33,47,36811,TEZONCO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-1,2021-06,2022-06,12,11,17800,TICOMAN,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,12,2021-06,2022-06,28,40,18974,TLACOTAL,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-5,2021-06,2022-06,24,19,16096,TLATELOLCO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,2,2021-06,2022-06,21,23,27528,UNIVERSIDAD,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-12,2021-06,2022-06,42,30,24813,XOTEPINGO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-5,2021-06,2022-06,24,19,31280,ZAPOTITLA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,0,2021-06,2022-06,15,15,8502,ZARAGOZA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-5,2021-06,2022-06,8,3,22143,ABASTO-REFORMA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,31805,ALPES,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,4441,ANGEL-ZONA ROSA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-2,2021-06,2022-06,7,5,30506,ARAGON,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-2,2021-06,2022-06,2,0,22309,ARENAL,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,1,2021-06,2022-06,1,2,12999,ASTURIAS,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,9110,BUENAVISTA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,13501,CHAPULTEPEC,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,13900,CHURUBUSCO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-2,2021-06,2022-06,3,1,23963,CLAVERIA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,9495,COAPA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-1,2021-06,2022-06,1,0,12135,CONGRESO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,1,2021-06,2022-06,1,2,15715,CONSULADO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,10129,CORREDOR-CENTRO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,14705,COYOACAN,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,24009,CUAJIMALPA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,30453,CUAUTEPEC,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-4,2021-06,2022-06,5,1,20511,CUCHILLA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-5,2021-06,2022-06,5,0,11851,CUITLAHUAC,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,18589,CULHUACAN,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,7971,DEL VALLE,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,24310,DINAMO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,20452,EL YAQUI,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,32788,ESTRELLA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,38354,FUENTE,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-2,2021-06,2022-06,2,0,19129,GRANJAS,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-1,2021-06,2022-06,2,1,21186,HORMIGA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-1,2021-06,2022-06,2,1,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,16877,IZTACCIHUATL,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,30260,LA NORIA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-7,2021-06,2022-06,12,5,14968,LA RAZA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,2,2021-06,2022-06,1,3,16393,LINDAVISTA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-2,2021-06,2022-06,2,0,12330,MERCED-BALBUENA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,24021,MILPA ALTA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,5681,MIXCALCO-HERALDO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,33579,MIXQUIC,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-4,2021-06,2022-06,7,3,12102,MOCTEZUMA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,12649,MORELOS,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,7856,NAPOLES,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,9808,NARVARTE-ALAMOS,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,6406,NATIVITAS,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-12,2021-06,2022-06,16,4,,NO ESPECIFICADO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,1,2021-06,2022-06,0,1,24085,OASIS,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,47637,PADIERNA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-3,2021-06,2022-06,3,0,13284,PANTITLAN,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-1,2021-06,2022-06,1,0,45966,PLATEROS,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,5611,POLANCO-CASTILLO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,12243,PORTALES,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,36217,PRADERA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-1,2021-06,2022-06,1,0,43116,QUETZAL,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,1,2021-06,2022-06,0,1,30408,QUIROGA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,1,2021-06,2022-06,0,1,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,7814,ROMA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,7894,SAN ANGEL,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,23185,SAN JERONIMO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-1,2021-06,2022-06,1,0,37989,SANTA CRUZ,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,1,2021-06,2022-06,0,1,40065,SANTA FE,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,31666,SOTELO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,1,1,18220,TACUBA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,13102,TACUBAYA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,14638,TAXQUEÑA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,13235,TECOMITL,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,3,2021-06,2022-06,2,5,25702,TEOTONGO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,43511,TEPEPAN,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-3,2021-06,2022-06,4,1,9609,TEPEYAC,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,36811,TEZONCO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,1,2021-06,2022-06,2,3,17800,TICOMAN,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-2,2021-06,2022-06,2,0,18974,TLACOTAL,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,-2,2021-06,2022-06,2,0,16096,TLATELOLCO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,27528,UNIVERSIDAD,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,24813,XOTEPINGO,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,31280,ZAPOTITLA,2020-07,2021-07
ROBO A TRANSPORTISTA C.V.,0,2021-06,2022-06,0,0,8502,ZARAGOZA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,22143,ABASTO-REFORMA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,31805,ALPES,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,4441,ANGEL-ZONA ROSA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,30506,ARAGON,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,22309,ARENAL,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,12999,ASTURIAS,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,9110,BUENAVISTA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,13501,CHAPULTEPEC,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,13900,CHURUBUSCO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,23963,CLAVERIA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,9495,COAPA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,12135,CONGRESO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,15715,CONSULADO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,10129,CORREDOR-CENTRO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,14705,COYOACAN,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,24009,CUAJIMALPA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,30453,CUAUTEPEC,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,20511,CUCHILLA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,-1,2021-06,2022-06,1,0,11851,CUITLAHUAC,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,18589,CULHUACAN,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,7971,DEL VALLE,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,24310,DINAMO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,20452,EL YAQUI,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,32788,ESTRELLA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,38354,FUENTE,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,19129,GRANJAS,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,21186,HORMIGA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,-1,2021-06,2022-06,1,0,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,16877,IZTACCIHUATL,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,30260,LA NORIA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,-1,2021-06,2022-06,1,0,14968,LA RAZA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,1,2021-06,2022-06,0,1,16393,LINDAVISTA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,12330,MERCED-BALBUENA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,24021,MILPA ALTA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,5681,MIXCALCO-HERALDO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,33579,MIXQUIC,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,-1,2021-06,2022-06,1,0,12102,MOCTEZUMA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,12649,MORELOS,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,7856,NAPOLES,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,9808,NARVARTE-ALAMOS,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,6406,NATIVITAS,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,2,2,,NO ESPECIFICADO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,-1,2021-06,2022-06,1,0,24085,OASIS,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,47637,PADIERNA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,13284,PANTITLAN,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,45966,PLATEROS,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,5611,POLANCO-CASTILLO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,12243,PORTALES,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,36217,PRADERA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,43116,QUETZAL,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,30408,QUIROGA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,7814,ROMA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,7894,SAN ANGEL,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,23185,SAN JERONIMO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,37989,SANTA CRUZ,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,40065,SANTA FE,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,31666,SOTELO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,18220,TACUBA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,13102,TACUBAYA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,14638,TAXQUEÑA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,13235,TECOMITL,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,25702,TEOTONGO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,43511,TEPEPAN,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,9609,TEPEYAC,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,36811,TEZONCO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,17800,TICOMAN,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,18974,TLACOTAL,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,16096,TLATELOLCO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,27528,UNIVERSIDAD,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,24813,XOTEPINGO,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,31280,ZAPOTITLA,2020-07,2021-07
ROBO A TRANSPORTISTA S.V.,0,2021-06,2022-06,0,0,8502,ZARAGOZA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-39,2021-06,2022-06,88,49,22143,ABASTO-REFORMA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-29,2021-06,2022-06,43,14,31805,ALPES,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-5,2021-06,2022-06,11,6,4441,ANGEL-ZONA ROSA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-29,2021-06,2022-06,65,36,30506,ARAGON,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,8,2021-06,2022-06,6,14,22309,ARENAL,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-5,2021-06,2022-06,22,17,12999,ASTURIAS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,2,2021-06,2022-06,14,16,9110,BUENAVISTA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-4,2021-06,2022-06,6,2,13501,CHAPULTEPEC,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-53,2021-06,2022-06,77,24,13900,CHURUBUSCO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-10,2021-06,2022-06,43,33,23963,CLAVERIA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-11,2021-06,2022-06,26,15,9495,COAPA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-5,2021-06,2022-06,12,7,12135,CONGRESO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-5,2021-06,2022-06,20,15,15715,CONSULADO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-8,2021-06,2022-06,9,1,10129,CORREDOR-CENTRO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-5,2021-06,2022-06,11,6,14705,COYOACAN,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-2,2021-06,2022-06,6,4,24009,CUAJIMALPA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-13,2021-06,2022-06,92,79,30453,CUAUTEPEC,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-2,2021-06,2022-06,20,18,20511,CUCHILLA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,0,2021-06,2022-06,22,22,11851,CUITLAHUAC,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-6,2021-06,2022-06,21,15,18589,CULHUACAN,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-8,2021-06,2022-06,15,7,7971,DEL VALLE,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-11,2021-06,2022-06,25,14,24310,DINAMO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,2,2021-06,2022-06,5,7,20452,EL YAQUI,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-17,2021-06,2022-06,41,24,32788,ESTRELLA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-27,2021-06,2022-06,63,36,38354,FUENTE,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-8,2021-06,2022-06,26,18,19129,GRANJAS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-16,2021-06,2022-06,41,25,21186,HORMIGA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-65,2021-06,2022-06,125,60,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-21,2021-06,2022-06,48,27,16877,IZTACCIHUATL,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-31,2021-06,2022-06,53,22,30260,LA NORIA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-15,2021-06,2022-06,27,12,14968,LA RAZA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-3,2021-06,2022-06,49,46,16393,LINDAVISTA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-6,2021-06,2022-06,17,11,12330,MERCED-BALBUENA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-10,2021-06,2022-06,27,17,24021,MILPA ALTA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,0,2021-06,2022-06,3,3,5681,MIXCALCO-HERALDO,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-34,2021-06,2022-06,84,50,33579,MIXQUIC,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,3,2021-06,2022-06,27,30,12102,MOCTEZUMA,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-1,2021-06,2022-06,7,6,12649,MORELOS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-7,2021-06,2022-06,19,12,7856,NAPOLES,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-11,2021-06,2022-06,28,17,9808,NARVARTE-ALAMOS,2020-07,2021-07
ROBO DE VEHICULO AUTOMOTOR C.V.,-7,2021-06,2022-06,13,6,6406,NATIVITAS,2020-07,2021-07
